id,grid_solution,steps
lgp-test-5x4-26,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Alice`"", ""`Blonde`""], [""2"", ""`Peter`"", ""`Black`""], [""3"", ""`Bob`"", ""`Gray`""], [""4"", ""`Eric`"", ""`Red`""], [""5"", ""`Arnold`\n - People Have Unique Heights: `Very Short`"", ""`Brown`\n\n## Clues:\n1""]]}",11
lgp-test-6x5-18,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Arnold`"", ""`Swede`""], [""2"", ""`Peter`"", ""`Brit`""], [""3"", ""`Eric`"", ""`Chinese`""], [""4"", ""`Carol`"", ""`Dane`""], [""5"", ""`Alice`"", ""`German`""], [""6"", ""`Bob`\n - The People Are Of Nationalities: `Swede`"", ""`Norwegian`\n - People Have Unique Favorite Book Genres: `Science Fiction`""]]}",13
lgp-test-5x6-24,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Bob`"", ""`Norwegian`""], [""2"", ""`Eric`"", ""`Swede`""], [""3"", ""`Arnold`"", ""`Brit`""], [""4"", ""`Peter`"", ""`Dane`""], [""5"", ""`Alice`\n - Everyone Has A Unique Favorite Cigar: `Blends`"", ""`German`\n - Each Person Has An Occupation: `Teacher`""]]}",11
lgp-test-6x3-26,,1
lgp-test-4x2-33,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-5x2-21,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-4x5-20,"{""header"": [""House"", ""Name"", ""Color"", ""Flower""], ""rows"": [[""1"", ""`Alice`"", ""`Yellow`"", ""`Lilies`""], [""2"", ""`Arnold`"", ""`White`"", ""`Roses`""], [""3"", ""`Eric`"", ""`Red`"", ""`Daffodils`""], [""4"", ""`Peter`\n - People Have Unique Heights: `Short`"", ""`Green`\n - They All Have A Unique Favorite Flower: `Lilies`"", ""`Carnations`\n - The People Keep Unique Animals: `Bird`""]]}",13
lgp-test-6x3-15,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Carol`"", ""`Dog`""], [""2"", ""`Peter`"", ""`Hamster`""], [""3"", ""`Arnold`"", ""`Rabbit`""], [""4"", ""`Alice`"", ""`Cat`""], [""5"", ""`Bob`"", ""`Fish`""], [""6"", ""`Eric`\n - Each Person Has An Occupation: `Lawyer`"", ""`Bird`\n\n## Clues:\n1""]]}",13
lgp-test-2x6-9,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Eric`"", ""`Basketball`""], [""2"", ""`Arnold`\n - People Have Unique Favorite Music Genres: `Rock`"", ""`Soccer`\n - Each Mother Is Accompanied By Their Child: `Bella`""]]}",5
lgp-test-4x6-2,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-4x4-6,"{""header"": [""House"", ""Name"", ""Flower""], ""rows"": [[""1"", ""`Arnold`"", ""`Carnations`""], [""2"", ""`Peter`"", ""`Daffodils`""], [""3"", ""`Alice`"", ""`Lilies`""], [""4"", ""`Eric`\n - People Use Unique Phone Models: `Iphone 13`"", ""`Roses`\n\n## Clues:\n1""]]}",9
lgp-test-5x3-35,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-2x5-11,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-2x5-8,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Arnold`"", ""`Yellow`""], [""2"", ""`Eric`\n - Each Person Has A Unique Level Of Education: `Associate`"", ""`Red`\n\n## Clues:\n1""]]}",5
lgp-test-4x5-25,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Arnold`"", ""`Red`""], [""2"", ""`Peter`"", ""`Blonde`""], [""3"", ""`Eric`"", ""`Black`""], [""4"", ""`Alice`\n - Each Person Lives In A Unique Style Of House: `Craftsman`"", ""`Brown`\n - Each Mother Is Accompanied By Their Child: `Bella`""]]}",9
lgp-test-2x3-30,"{""header"": [""House"", ""Name"", ""Flower""], ""rows"": [[""1"", ""`Arnold`"", ""`Daffodils`""], [""2"", ""`Eric`\n - Everyone Has Something Unique For Lunch: `Pizza`"", ""`Carnations`\n\n## Clues:\n1""]]}",5
lgp-test-4x4-17,"{""header"": [""House"", ""Name"", ""Nationality"", ""Flower""], ""rows"": [[""1"", ""`Eric`"", ""`Brit`"", ""`Carnations`""], [""2"", ""`Alice`"", ""`Swede`"", ""`Lilies`""], [""3"", ""`Peter`"", ""`Norwegian`"", ""`Roses`""], [""4"", ""`Arnold`\n - The People Are Of Nationalities: `Brit`"", ""`Dane`\n - They All Have A Unique Favorite Flower: `Carnations`"", ""`Daffodils`\n - Each Person Has A Unique Level Of Education: `High School`""]]}",13
lgp-test-5x5-29,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Eric`"", ""`Norwegian`""], [""2"", ""`Peter`"", ""`Brit`""], [""3"", ""`Alice`"", ""`Swede`""], [""4"", ""`Bob`"", ""`Dane`""], [""5"", ""`Arnold`\n - The People Are Of Nationalities: `Norwegian`"", ""`German`\n - Each Person Prefers A Unique Type Of Vacation: `Cruise`""]]}",11
lgp-test-2x4-7,"{""header"": [""House"", ""Name"", ""Nationality"", ""Color""], ""rows"": [[""1"", ""`Eric`"", ""`Brit`"", ""`Black`""], [""2"", ""`Arnold`\n - People Have Unique Favorite Music Genres: `Pop`"", ""`Dane`\n\n## Clues:\n1"", ""`Brown`\n - The People Are Of Nationalities: `Brit`""]]}",7
lgp-test-6x5-13,"{""header"": [""House"", ""Name"", ""Color"", ""Drink""], ""rows"": [[""1"", ""`Peter`"", ""`Gray`"", ""`Root Beer`""], [""2"", ""`Arnold`"", ""`Black`"", ""`Boba Tea`""], [""3"", ""`Eric`"", ""`Brown`"", ""`Milk`""], [""4"", ""`Bob`"", ""`Blonde`"", ""`Coffee`""], [""5"", ""`Carol`"", ""`Auburn`"", ""`Tea`""], [""6"", ""`Alice`\n - Each Person Prefers A Unique Type Of Vacation: `Cruise`"", ""`Red`\n - People Use Unique Phone Models: `Oneplus 9`"", ""`Water`\n\n## Clues:\n1""]]}",19
lgp-test-6x3-25,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""4""], [""4"", ""5""], [""5"", ""3""], [""6"", ""6""]]}",7
lgp-test-3x3-6,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-2x3-19,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-3x3-5,"{""header"": [""House"", ""Name"", ""Nationality"", ""Sport""], ""rows"": [[""1"", ""`Eric`"", ""`Dane`"", ""`Basketball`""], [""2"", ""`Peter`"", ""`Brit`"", ""`Tennis`""], [""3"", ""`Arnold`\n - The People Are Of Nationalities: `Dane`"", ""`Swede`\n - People Have Unique Favorite Sports: `Basketball`"", ""`Soccer`\n\n## Clues:\n1""]]}",10
lgp-test-3x4-34,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Peter`"", ""`Red`""], [""2"", ""`Eric`"", ""`Yellow`""], [""3"", ""`Arnold`\n - Each Person Has A Favorite Color: `Red`"", ""`White`\n - People Own Unique Car Models: `Tesla Model 3`""]]}",7
lgp-test-3x6-11,"{""header"": [""House"", ""Name"", ""Color"", ""Flower""], ""rows"": [[""1"", ""`Arnold`"", ""`Blonde`"", ""`Daffodils`""], [""2"", ""`Eric`"", ""`Black`"", ""`Lilies`""], [""3"", ""`Peter`\n - They All Have A Unique Favorite Flower: `Daffodils`"", ""`Brown`\n - People Have Unique Favorite Music Genres: `Pop`"", ""`Carnations`\n - People Have Unique Hair Colors: `Blonde`""]]}",10
lgp-test-6x2-8,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Carol`"", ""`Purple`""], [""2"", ""`Alice`"", ""`Green`""], [""3"", ""`Bob`"", ""`Red`""], [""4"", ""`Peter`"", ""`White`""], [""5"", ""`Eric`"", ""`Yellow`""], [""6"", ""`Arnold`\n - Each Person Has A Favorite Color: `Purple`"", ""`Blue`\n\n## Clues:\n1""]]}",13
lgp-test-2x2-19,,1
lgp-test-4x4-20,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Arnold`"", ""`Red`""], [""2"", ""`Alice`"", ""`White`""], [""3"", ""`Peter`"", ""`Yellow`""], [""4"", ""`Eric`\n - Each Mother Is Accompanied By Their Child: `Bella`"", ""`Green`\n\n## Clues:\n1""]]}",9
lgp-test-3x5-11,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Arnold`"", ""`Dane`""], [""2"", ""`Eric`"", ""`Brit`""], [""3"", ""`Peter`\n - Each Person Has A Unique Hobby: `Cooking`"", ""`Swede`\n - Everyone Has Something Unique For Lunch: `Pizza`""]]}",7
lgp-test-5x2-13,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-2x2-0,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-4x5-23,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Peter`"", ""`Fish`""], [""2"", ""`Eric`"", ""`Bird`""], [""3"", ""`Arnold`"", ""`Dog`""], [""4"", ""`Alice`\n - People Have Unique Favorite Music Genres: `Pop`"", ""`Cat`\n\n## Clues:\n1""]]}",9
lgp-test-4x5-32,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-2x6-5,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-5x6-38,"{""header"": [""House"", ""Name"", ""Nationality"", ""Color""], ""rows"": [[""1"", ""`Alice`"", ""`Dane`"", ""`Black`""], [""2"", ""`Arnold`"", ""`Norwegian`"", ""`Red`""], [""3"", ""`Eric`"", ""`Swede`"", ""`Gray`""], [""4"", ""`Peter`"", ""`Brit`"", ""`Blonde`""], [""5"", ""`Bob`\n - People Have Unique Hair Colors: `Black`"", ""`German`\n - Each Person Lives In A Unique Style Of House: `Ranch`"", ""`Brown`\n - The People Are Of Nationalities: `Dane`""]]}",16
lgp-test-3x6-22,"{""header"": [""House"", ""Name"", ""Nationality"", ""Pet"", ""Drink"", ""Sport""], ""rows"": [[""1"", ""`Eric`"", ""`Dane`"", ""`Fish`"", ""`Tea`"", ""`Tennis`""], [""2"", ""`Arnold`"", ""`Swede`"", ""`Dog`"", ""`Water`"", ""`Soccer`""], [""3"", ""`Peter`\n - Everyone Has A Unique Favorite Cigar: `Prince`"", ""`Brit`\n - Each Person Has A Unique Type Of Pet: `Fish`"", ""`Cat`\n\n## Clues:\n1"", ""`Milk`\n - People Have Unique Favorite Sports: `Tennis`"", ""`Basketball`\n - The People Are Of Nationalities: `Dane`""]]}",16
lgp-test-6x2-34,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-6x6-13,"{""header"": [""House"", ""Name"", ""Color"", ""Flower""], ""rows"": [[""1"", ""`Bob`"", ""`Gray`"", ""`Daffodils`""], [""2"", ""`Carol`"", ""`Red`"", ""`Iris`""], [""3"", ""`Peter`"", ""`Blonde`"", ""`Lilies`""], [""4"", ""`Alice`"", ""`Auburn`"", ""`Roses`""], [""5"", ""`Eric`"", ""`Brown`"", ""`Tulips`""], [""6"", ""`Arnold`\n - They All Have A Unique Favorite Flower: `Daffodils`"", ""`Black`\n - Each Person Has A Favorite Color: `White`"", ""`Carnations`\n - People Have Unique Hair Colors: `Gray`""]]}",19
lgp-test-6x4-14,,1
lgp-test-5x6-36,"{""header"": [""House"", ""Name"", ""Color"", ""Flower""], ""rows"": [[""1"", ""`Arnold`"", ""`Gray`"", ""`Roses`""], [""2"", ""`Peter`"", ""`Brown`"", ""`Tulips`""], [""3"", ""`Bob`"", ""`Black`"", ""`Carnations`""], [""4"", ""`Eric`"", ""`Red`"", ""`Lilies`""], [""5"", ""`Alice`\n - People Have Unique Hair Colors: `Gray`"", ""`Blonde`\n - Each Person Prefers A Unique Type Of Vacation: `City`"", ""`Daffodils`\n - Everyone Has Something Unique For Lunch: `Stew`""]]}",16
lgp-test-6x6-39,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Arnold`"", ""`Volleyball`""], [""2"", ""`Bob`"", ""`Soccer`""], [""3"", ""`Alice`"", ""`Basketball`""], [""4"", ""`Eric`"", ""`Baseball`""], [""5"", ""`Peter`"", ""`Swimming`""], [""6"", ""`Carol`\n - People Have Unique Favorite Sports: `Volleyball`"", ""`Tennis`\n - Each Person Has A Unique Hobby: `Gardening`""]]}",13
lgp-test-3x4-25,"{""header"": [""House"", ""Name"", ""Color"", ""Sport""], ""rows"": [[""1"", ""`Eric`"", ""`Yellow`"", ""`Soccer`""], [""2"", ""`Arnold`"", ""`White`"", ""`Tennis`""], [""3"", ""`Peter`\n - People Have Unique Favorite Sports: `Soccer`"", ""`Red`\n - The Mothers' Names In Different Houses Are Unique: `Aniya`"", ""`Basketball`\n - Each Person Has A Favorite Color: `Yellow`""]]}",10
lgp-test-5x3-0,,1
lgp-test-2x4-28,"{""header"": [""House"", ""Name"", ""Color"", ""Flower""], ""rows"": [[""1"", ""`Arnold`"", ""`Red`"", ""`Daffodils`""], [""2"", ""`Eric`\n - They All Have A Unique Favorite Flower: `Daffodils`"", ""`Yellow`\n\n## Clues:\n1"", ""`Carnations`\n - People Use Unique Phone Models: `Iphone 13`""]]}",7
lgp-test-4x4-39,"{""header"": [""House"", ""Name"", ""Nationality"", ""Color""], ""rows"": [[""1"", ""`Peter`"", ""`Dane`"", ""`Green`""], [""2"", ""`Eric`"", ""`Brit`"", ""`Red`""], [""3"", ""`Arnold`"", ""`Swede`"", ""`Yellow`""], [""4"", ""`Alice`\n - People Have Unique Favorite Music Genres: `Rock`"", ""`Norwegian`\n - Each Person Has A Favorite Color: `Green`"", ""`White`\n\n## Clues:\n1""]]}",13
lgp-test-2x6-22,"{""header"": [""House"", ""Name"", ""Nationality"", ""Pet""], ""rows"": [[""1"", ""`Eric`"", ""`Dane`"", ""`Cat`""], [""2"", ""`Arnold`\n - The People Are Of Nationalities: `Dane`"", ""`Brit`\n - People Have Unique Favorite Book Genres: `Science Fiction`"", ""`Dog`\n - Each Mother Is Accompanied By Their Child: `Fred`""]]}",7
lgp-test-5x6-20,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Bob`"", ""`Hamster`""], [""2"", ""`Alice`"", ""`Fish`""], [""3"", ""`Eric`"", ""`Bird`""], [""4"", ""`Peter`"", ""`Dog`""], [""5"", ""`Arnold`\n - People Have Unique Heights: `Average`"", ""`Cat`\n\n## Clues:\n1""]]}",11
lgp-test-4x4-32,"{""header"": [""House"", ""Name"", ""Nationality"", ""Drink""], ""rows"": [[""1"", ""`Alice`"", ""`Brit`"", ""`Tea`""], [""2"", ""`Arnold`"", ""`Swede`"", ""`Coffee`""], [""3"", ""`Peter`"", ""`Dane`"", ""`Milk`""], [""4"", ""`Eric`\n - Each Person Prefers A Unique Type Of Vacation: `Cruise`"", ""`Norwegian`\n\n## Clues:\n1"", ""`Water`\n - The People Are Of Nationalities: `Brit`""]]}",13
lgp-test-6x5-10,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Alice`"", ""`Yellow`""], [""2"", ""`Arnold`"", ""`White`""], [""3"", ""`Eric`"", ""`Green`""], [""4"", ""`Peter`"", ""`Blue`""], [""5"", ""`Bob`"", ""`Red`""], [""6"", ""`Carol`\n - Everyone Has A Favorite Smoothie: `Cherry`"", ""`Purple`\n\n## Clues:\n1""]]}",13
lgp-test-5x5-16,"{""header"": [""House"", ""Name"", ""Nationality"", ""Drink""], ""rows"": [[""1"", ""`Bob`"", ""`Dane`"", ""`Tea`""], [""2"", ""`Arnold`"", ""`Brit`"", ""`Milk`""], [""3"", ""`Alice`"", ""`German`"", ""`Water`""], [""4"", ""`Peter`"", ""`Norwegian`"", ""`Root Beer`""], [""5"", ""`Eric`\n - People Own Unique Car Models: `Toyota Camry`"", ""`Swede`\n - People Use Unique Phone Models: `Oneplus 9`"", ""`Coffee`\n - The People Are Of Nationalities: `Dane`""]]}",16
lgp-test-5x5-19,,1
lgp-test-2x2-3,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-6x4-28,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-2x6-1,"{""header"": [""House"", ""Name"", ""Color"", ""Sport"", ""Flower""], ""rows"": [[""1"", ""`Arnold`"", ""`Brown`"", ""`Basketball`"", ""`Daffodils`""], [""2"", ""`Eric`\n - People Have Unique Favorite Sports: `Basketball`"", ""`Black`\n - People Have Unique Heights: `Very Short`"", ""`Soccer`\n - People Have Unique Hair Colors: `Brown`"", ""`Carnations`\n\n## Clues:\n1""]]}",9
lgp-test-4x3-5,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-6x5-11,"{""header"": [""House"", ""Name"", ""Drink"", ""Flower""], ""rows"": [[""1"", ""`Arnold`"", ""`Tea`"", ""`Carnations`""], [""2"", ""`Bob`"", ""`Water`"", ""`Iris`""], [""3"", ""`Eric`"", ""`Boba Tea`"", ""`Lilies`""], [""4"", ""`Carol`"", ""`Coffee`"", ""`Tulips`""], [""5"", ""`Alice`"", ""`Root Beer`"", ""`Daffodils`""], [""6"", ""`Peter`\n - Each Person Has A Unique Level Of Education: `Doctorate`"", ""`Milk`\n - They All Have A Unique Favorite Flower: `Carnations`"", ""`Roses`\n\n## Clues:\n1""]]}",19
lgp-test-6x6-38,"{""header"": [""House"", ""Name"", ""Color"", ""Drink""], ""rows"": [[""1"", ""`Carol`"", ""`Brown`"", ""`Coffee`""], [""2"", ""`Arnold`"", ""`Red`"", ""`Boba Tea`""], [""3"", ""`Bob`"", ""`Gray`"", ""`Milk`""], [""4"", ""`Eric`"", ""`Black`"", ""`Water`""], [""5"", ""`Peter`"", ""`Blonde`"", ""`Root Beer`""], [""6"", ""`Alice`\n - People Use Unique Phone Models: `Iphone 13`"", ""`Auburn`\n - Each Person Has A Unique Favorite Drink: `Coffee`"", ""`Tea`\n\n## Clues:\n1""]]}",19
lgp-test-6x5-35,"{""header"": [""House"", ""Name"", ""Drink"", ""Flower""], ""rows"": [[""1"", ""`Bob`"", ""`Milk`"", ""`Iris`""], [""2"", ""`Peter`"", ""`Coffee`"", ""`Roses`""], [""3"", ""`Alice`"", ""`Tea`"", ""`Carnations`""], [""4"", ""`Carol`"", ""`Root Beer`"", ""`Daffodils`""], [""5"", ""`Arnold`"", ""`Boba Tea`"", ""`Lilies`""], [""6"", ""`Eric`\n - Each Person Has A Unique Favorite Drink: `Milk`"", ""`Water`\n - They All Have A Unique Favorite Flower: `Iris`"", ""`Tulips`\n - Each Person Has A Unique Birthday Month: `Sept`""]]}",19
lgp-test-5x3-16,"{""header"": [""House"", ""Name"", ""Flower""], ""rows"": [[""1"", ""`Bob`"", ""`Tulips`""], [""2"", ""`Alice`"", ""`Roses`""], [""3"", ""`Eric`"", ""`Lilies`""], [""4"", ""`Arnold`"", ""`Daffodils`""], [""5"", ""`Peter`\n - Each Mother Is Accompanied By Their Child: `Meredith`"", ""`Carnations`\n\n## Clues:\n1""]]}",11
lgp-test-5x6-27,"{""header"": [""House"", ""Name"", ""Color"", ""Sport""], ""rows"": [[""1"", ""`Bob`"", ""`White`"", ""`Baseball`""], [""2"", ""`Arnold`"", ""`Red`"", ""`Basketball`""], [""3"", ""`Peter`"", ""`Yellow`"", ""`Soccer`""], [""4"", ""`Eric`"", ""`Blue`"", ""`Tennis`""], [""5"", ""`Alice`\n - Each Person Has A Unique Birthday Month: `Sept`"", ""`Green`\n - Each Person Has An Occupation: `Doctor`"", ""`Swimming`\n - Each Person Has A Favorite Color: `White`""]]}",16
lgp-test-6x4-19,,1
lgp-test-5x6-8,"{""header"": [""House"", ""Name"", ""Drink""], ""rows"": [[""1"", ""`Eric`"", ""`Coffee`""], [""2"", ""`Peter`"", ""`Water`""], [""3"", ""`Arnold`"", ""`Root Beer`""], [""4"", ""`Bob`"", ""`Tea`""], [""5"", ""`Alice`\n - Each Person Lives In A Unique Style Of House: `Modern`"", ""`Milk`\n - The People Keep Unique Animals: `Fish`""]]}",11
lgp-test-6x5-16,"{""header"": [""House"", ""Name"", ""Nationality"", ""Pet""], ""rows"": [[""1"", ""`Peter`"", ""`Brit`"", ""`Bird`""], [""2"", ""`Arnold`"", ""`Swede`"", ""`Rabbit`""], [""3"", ""`Carol`"", ""`Chinese`"", ""`Fish`""], [""4"", ""`Alice`"", ""`Dane`"", ""`Cat`""], [""5"", ""`Eric`"", ""`German`"", ""`Hamster`""], [""6"", ""`Bob`\n - People Have Unique Favorite Book Genres: `Mystery`"", ""`Norwegian`\n - Each Person Has A Unique Type Of Pet: `Bird`"", ""`Dog`\n\n## Clues:\n1""]]}",19
lgp-test-5x4-18,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Arnold`"", ""`Blue`""], [""2"", ""`Peter`"", ""`Red`""], [""3"", ""`Bob`"", ""`Green`""], [""4"", ""`Alice`"", ""`White`""], [""5"", ""`Eric`\n - People Own Unique Car Models: `Toyota Camry`"", ""`Yellow`\n - The Mothers' Names In Different Houses Are Unique: `Janelle`""]]}",11
lgp-test-2x4-37,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Eric`"", ""`Cat`""], [""2"", ""`Arnold`\n - Each Person Has A Unique Hobby: `Gardening`"", ""`Dog`\n - Each Person Has An Occupation: `Doctor`""]]}",5
lgp-test-5x5-18,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-6x2-30,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-2x2-11,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-4x6-6,"{""header"": [""House"", ""Name"", ""Nationality"", ""Color"", ""Sport""], ""rows"": [[""1"", ""`Peter`"", ""`Dane`"", ""`Black`"", ""`Basketball`""], [""2"", ""`Eric`"", ""`Norwegian`"", ""`Brown`"", ""`Swimming`""], [""3"", ""`Arnold`"", ""`Brit`"", ""`Blonde`"", ""`Soccer`""], [""4"", ""`Alice`\n - People Have Unique Favorite Sports: `Basketball`"", ""`Swede`\n - Each Person Has A Unique Birthday Month: `April`"", ""`Red`\n - Each Person Has A Favorite Color: `Yellow`"", ""`Tennis`\n - People Have Unique Hair Colors: `Black`""]]}",17
lgp-test-3x3-17,,1
lgp-test-4x5-21,"{""header"": [""House"", ""Name"", ""Sport"", ""Flower""], ""rows"": [[""1"", ""`Eric`"", ""`Soccer`"", ""`Daffodils`""], [""2"", ""`Alice`"", ""`Tennis`"", ""`Roses`""], [""3"", ""`Peter`"", ""`Basketball`"", ""`Lilies`""], [""4"", ""`Arnold`\n - Everyone Has A Favorite Smoothie: `Dragonfruit`"", ""`Swimming`\n - People Own Unique Car Models: `Tesla Model 3`"", ""`Carnations`\n\n## Clues:\n1""]]}",13
lgp-test-4x3-39,"{""header"": [""House"", ""Name"", ""Color"", ""Sport""], ""rows"": [[""1"", ""`Eric`"", ""`Blonde`"", ""`Swimming`""], [""2"", ""`Alice`"", ""`Black`"", ""`Soccer`""], [""3"", ""`Peter`"", ""`Red`"", ""`Basketball`""], [""4"", ""`Arnold`\n - People Have Unique Hair Colors: `Blonde`"", ""`Brown`\n - People Have Unique Favorite Sports: `Swimming`"", ""`Tennis`\n\n## Clues:\n1""]]}",13
lgp-test-6x6-3,,2
lgp-test-3x6-30,"{""header"": [""House"", ""Name"", ""Flower""], ""rows"": [[""1"", ""`Arnold`"", ""`Daffodils`""], [""2"", ""`Eric`"", ""`Lilies`""], [""3"", ""`Peter`\n - People Have Unique Favorite Book Genres: `Mystery`"", ""`Carnations`\n - Everyone Has Something Unique For Lunch: `Pizza`""]]}",7
lgp-test-3x6-34,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Eric`"", ""`Dog`""], [""2"", ""`Arnold`"", ""`Fish`""], [""3"", ""`Peter`\n - Each Person Has A Unique Type Of Pet: `Dog`"", ""`Cat`\n - People Have Unique Favorite Book Genres: `Mystery`""]]}",7
lgp-test-2x3-25,,1
lgp-test-5x2-10,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-6x5-36,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-5x4-16,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Alice`"", ""`White`""], [""2"", ""`Peter`"", ""`Blue`""], [""3"", ""`Arnold`"", ""`Yellow`""], [""4"", ""`Bob`"", ""`Red`""], [""5"", ""`Eric`\n - Each Person Has A Favorite Color: `White`"", ""`Green`\n - Everyone Has A Unique Favorite Cigar: `Blue Master`""]]}",11
lgp-test-6x2-11,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-6x5-38,,0
lgp-test-5x3-2,"{""header"": [""House"", ""Name"", ""Drink""], ""rows"": [[""1"", ""`Peter`"", ""`Root Beer`""], [""2"", ""`Alice`"", ""`Milk`""], [""3"", ""`Arnold`"", ""`Water`""], [""4"", ""`Bob`"", ""`Coffee`""], [""5"", ""`Eric`\n - Each Person Has A Unique Hobby: `Photography`"", ""`Tea`\n\n## Clues:\n1""]]}",11
lgp-test-2x5-36,"{""header"": [""House"", ""Name"", ""Flower""], ""rows"": [[""1"", ""`Arnold`"", ""`Daffodils`""], [""2"", ""`Eric`\n - They All Have A Unique Favorite Flower: `Daffodils`"", ""`Carnations`\n - People Have Unique Favorite Music Genres: `Pop`""]]}",5
lgp-test-2x4-32,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-2x3-8,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
